Reference	LeftContext	Pivot	RightContext
GPT_POS_tokenise, 1900	也 比较 安静 ， 没有 被 打扰 。	酒店	整体 不算 新 ， 但 维护 得 还 可以 。 前台 服务
GPT_POS_tokenise, 1901	。 本来 是 看 评价 订 的 这家	酒店	， 一 开始 还 有点 担心 ， 结果 到 了 之后 反而
GPT_POS_tokenise, 1902	， 选 了 一个 位置 比较 方便 的	酒店	。 住 了 三天 整体 感觉 还 算 满意 ， 首先 交通
GPT_POS_tokenise, 1903	踩 雷 。 临时 出差 订 的 这家	酒店	， 原本 没抱 太高 期待 ， 结果 实际 体验 还 可以 。
GPT_POS_tokenise, 1904	， 选 了 一个 评价 还 不错 的	酒店	。 整体 感觉 比较 轻松 ， 房间 虽然 不 大 ， 但
GPT_POS_tokenise, 1905	等 一下 ， 不过 还 能 接受 。	酒店	位置 还 算 可以 ， 离 商圈 和 地铁 都 不远 ，
GPT_POS_tokenise, 1906	， 结果 体验 比 想象 中好 一点 。	酒店	外观 看起来 一般 ， 但 里面 还 算 干净 整齐 ， 前台
GPT_POS_tokenise, 1907	可以 。 这次 是 朋友 推荐 来 的	酒店	， 住 了 两晚 之后 感觉 还 行 。 位置 不错 ，
GPT_POS_tokenise, 1908	比较稳定 的 类型 。 出差 选 的 这家	酒店	， 主要 看中 交通 方便 。 实际 住 下来 感觉 也 还
GPT_POS_tokenise, 1932	采光 真的 挺 上镜 。 商务谈判 失败 但	酒店	体验 还 不错 的 那种 复杂 心情 。 穷游党 表示 ， 位置
GPT_POS_tokenise, 1960	干净 的 。 做 市场调研 的 人员 ，	酒店	网速 稳定 让 我 能 及时 传 文件 。 带 爷爷奶奶 旅行
GPT_POS_tokenise, 1969	不 尴尬 挺 自然 。 商务谈判 失败 但	酒店	体验 不错 的 人 ， 至少 这一晚 没崩 。 凌晨 赶 火车
GPT_POS_tokenise, 1974	救命 。 外地 看展 的 人 ， 回	酒店	路程 不 复杂 很 省心 。 住院 陪护 家属 中途 休息 一
GPT_POS_tokenise, 2000	觉得 很 合适 。 临时 出差 选 的	酒店	， 没想到 体验 还 挺 超出 预期 的 。 床垫 偏软 但
GPT_POS_tokenise, 2019	了 大忙 。 整体 服务态度 比 很多 同价位	酒店	要 好 一些 。 住 得 挺 放松 的 ， 没有 任何
GPT_POS_tokenise, 2036	得 不错 ， 用 起来 很 方便 。	酒店	位置 很 好 ， 出门 打车 和 坐地铁 都 很 方便 。
GPT_POS_tokenise, 2043	， 没有 杂乱 的 感觉 。 晚上 回	酒店	很 顺利 ， 安全感 挺足 的 。 整体 性价比 不错 ， 住
GPT_POS_tokenise, 2051	， 早上 可以 睡 到 自然 醒 。	酒店	整体 维护 得 不错 ， 看起来 比较 新 。 入住 体验 很
GPT_POS_tokenise, 2063	夜里 没有 噪音 干扰 ， 睡得 很沉 。	酒店	周边 比较 便利 ， 生活 设施 齐全 。 入住 时有 工作人员 主动
GPT_POS_tokenise, 2071	出行 最 担心 卫生 和 安全 ， 这家	酒店	在 这两点 上 都 做 得 不错 ， 细节 处理 得 比较
GPT_POS_tokenise, 2085	的 时候 不会 忽冷忽热 ， 这点 在外 住	酒店	真的 很 重要 。 整体 环境 维护 得 很 好 ， 大堂
GPT_POS_tokenise, 2091	来 这边 办事 的 人 来说 ， 这家	酒店	位置 很 合适 ， 周边 配套 也 比较 齐全 。 洗漱 用品
GPT_POS_tokenise, 2094	， 属于 那种 住 着 很 省心 的	酒店	。 窗户 隔音 效果 不错 ， 外面 有 车流 但 在 房间
GPT_POS_tokenise, 2100	感觉 很 舒服 。 作为 短期 停留 的	酒店	来说 ， 这里 的 整体 体验 是 比较稳定 且 可靠 的 。
GPT_POS_tokenise, 2103	或者 视频 通话 都 没有 出现 卡顿 。	酒店	整体 给 人 的 感觉 是 比较 低调 但 靠 谱 ，
GPT_POS_tokenise, 2110	再来 这座 城市 出差 或者 旅行 ， 这家	酒店	会 是 我 优先 考虑 的 选择 。 这次 入住 让 我
GPT_POS_tokenise, 2114	时候 最 看重 舒适 和 安全 ， 这家	酒店	在 这些 方面 都 做 得 比较 扎实 ， 没有 让 人
GPT_POS_tokenise, 2149	进门 到 进 房间 都 很 顺利 。	酒店	整体 给 人 的 感觉 是 低调 但 可靠 ， 没有 浮夸
GPT_POS_tokenise, 2150	。 如果 以后 再 来 这边 ， 这家	酒店	应该 还是 会 作为 优先选择 。 这次 入住 整体 给 我 的
GPT_POS_tokenise, 2162	问题 ， 是 那种 让 人 省心 的	酒店	。 房间 清洁 保持 得 不错 ， 即使 连续 住 几天 也
GPT_POS_tokenise, 2189	， 没有 任何 卡顿 或 复杂 步骤 。	酒店	整体 风格 比较 低调 务实 ， 但 体验 很 扎实 可靠 。
GPT_POS_tokenise, 2190	。 如果 以后 再来 这座 城市 ， 这家	酒店	会 是 我 比较 优先 考虑 的 选择 之一 。 第一次 一个
GPT_POS_tokenise, 2192	带 小朋友 出门 最 怕 折腾 ， 这家	酒店	整体 流程 很 顺 ， 进出 都 很 方便 ， 减少 了
GPT_POS_tokenise, 2193	短期培训 学员 ， 白天 很累 ， 晚上 回	酒店	能 彻底 放松 下来 ， 环境 挺 安静 的 。 出差 临时
GPT_POS_tokenise, 2199	。 作为 早 班机 出发 的 旅客 ，	酒店	离 交通 点 很 近 ， 早上 出门 特别 省心 。 房间
GPT_POS_tokenise, 2204	问题 。 第一次 来 这座 城市 旅游 ，	酒店	的 位置 让 我 很快 适应 周边环境 。 晚上 回来 很晚 也
GPT_POS_tokenise, 2211	挺 安稳 的 ， 没有 被 打扰 。	酒店	整体 气氛 比较 平静 ， 不会 有 嘈杂 或 混乱 的 感觉
GPT_POS_tokenise, 2234	帮助 很大 。 出差 途中 临时 选择 的	酒店	， 实际 体验 比 预期 更稳 ， 没有 出现 任何 突发状况 。
GPT_POS_tokenise, 2239	比较 放松 。 早班车 赶 行程 时 ，	酒店	位置 比较 友好 ， 出门 时间 控制 得 很 轻松 。 房间
GPT_POS_tokenise, 2244	干净 状态 。 第一次 来 这个 城市 ，	酒店	让 整个 落脚 过程 变得 很 顺利 。 晚上 回来 比较 晚
GPT_POS_tokenise, 2251	没 压力 ， 环境 控制 得 不错 。	酒店	整体 氛围 比较 平和 ， 没有 嘈杂 或 混乱 的 感觉 。
GPT_POS_tokenise, 2275	带 父母 旅行 时 最 怕麻烦 ， 这家	酒店	的 整体 流程 让 人 很 省心 。 考试 前一天 住 在
GPT_POS_tokenise, 2278	的 感觉 。 临时 改 行程 选择 这家	酒店	， 实际 体验 比 预期 更稳 ， 没有 踩 坑 。 房间
GPT_POS_tokenise, 2284	下降 感 。 第一次 来 这个 城市 ，	酒店	让 整个 落脚 过程 变得 非常 顺畅 。 晚上 回 酒店 比较
GPT_POS_tokenise, 2285	落脚 过程 变得 非常 顺畅 。 晚上 回	酒店	比较 晚 也 不会 紧张 ， 环境 和 管理 都 比较稳定 。
GPT_POS_tokenise, 2291	这里 的 整体 环境 算 比较 友好 。	酒店	整体 节奏 偏 安静 ， 不会 有 混乱 或 嘈杂 感 。
GPT_POS_tokenise, 2312	很快 调整 状态 。 临时 出差 选到 这家	酒店	， 整个 过程 没有 任何 卡壳 点 ， 属于 很顺 的 一次
GPT_POS_tokenise, 2322	波动 。 第一次 来 这座 城市 ， 这家	酒店	让 整个 落脚 过程 变得 很 自然 。 晚上 回 酒店 的
GPT_POS_tokenise, 2323	落脚 过程 变得 很 自然 。 晚上 回	酒店	的 体验 很 稳定 ， 没有 让 人 感到 不适 或 紧张
GPT_POS_tokenise, 2351	， 最 在意 的 就是 稳定性 ， 这家	酒店	给 我 的 感觉 就是 “ 不会 出错 ” 。 临时 改签
GPT_POS_tokenise, 2440	波动 。 第一次 到 这座 城市 ， 这家	酒店	让 落地 过程 变得 简单 很多 。 晚上 回 房间 时 整体
GPT_POS_tokenise, 2469	。 刚调 岗 到 外地 工作 ， 这家	酒店	的 节奏感 很 平稳 ， 让 我 适应 得 更 快 。
GPT_POS_tokenise, 2481	比较 平稳 的 落脚 感 。 夜间 回	酒店	时 整体 环境 比较 平和 ， 没有 紧张感 。 房间 使用 逻辑
GPT_POS_tokenise, 2505	地方 。 刚进 房间 那一刻 没有 任何 “	酒店	常见 的 味道 ” ， 这点 让 我 挺 意外 的 ，
GPT_POS_tokenise, 2519	这种 感觉 很 难得 。 住 过 不少	酒店	， 这里 属于 “ 你 不会 记得 它 哪里 特别 ， 但
GPT_POS_tokenise, 2560	。 走廊 没有 杂音 ， 这点 比 很多	酒店	体验 都 好 。 洗澡 的 时候 水流 很 稳定 ， 不会
GPT_POS_tokenise, 2572	。 我 那天 甚至 忘 了 自己 在	酒店	， 因为 太 自然 了 。 行李箱 打开 后 也 不 影响
GPT_POS_tokenise, 2601	， 生活节奏 不会 被打乱 。 加班 后 回	酒店	， 能 很快 从 紧张状态 切换 到 放松 状态 。 清洁 做
GPT_POS_tokenise, 2637	落差 感 。 第一次 到 这个 城市 ，	酒店	像是 一个 “ 缓冲区 ” ， 让 我 慢慢 适应环境 。 晚上
GPT_POS_tokenise, 2676	人 不 需要 特意 解释 “ 我 在	酒店	” 。 夜里 起身 去 洗手间 ， 动线 很顺 ， 没有 摸黑
GPT_POS_tokenise, 2739	的 时候 甚至 会 忘记 自己 是 在	酒店	， 比较 自然 。 窗帘 一拉上 之后 ， 外界 信息 就 被
GPT_POS_tokenise, 2743	刚进 房间 的 时候 没有 那种 “ 陌生	酒店	的 拘束 感 ” ， 反而 像是 一个 已经 准备 好 的
GPT_POS_tokenise, 2944	吃 上 几口 。 凌晨 一点多 才 到	酒店	， 门口 灯 还 亮 着 可以 陪 客户 从 医院 做
GPT_POS_tokenise, 2976	“ 要 拍照 打卡 才 好看 ” 的	酒店	， 但 住 起来 反而 更 放松 ， 不会 有 压力感 。
GPT_POS_tokenise, 2984	。 五百 左右 住 到 这个 位置 的	酒店	算 中等偏上 ， 窗外 视野 还 行 ， 晚上 灯光 柔和 ，
GPT_POS_tokenise, 2994	挺不错 。 这次 来 巴黎 出差 住 这家	酒店	， 离 地铁 走路 几分钟 ， 晚上 也 挺 安静 的 ，
GPT_POS_tokenise, 2997	住 起来 没 压力 。 挺 好 。	酒店	位置 有点 小巷子 里 ， 但 导航 很 好找 ， 服务 人员
GPT_POS_tokenise, 3002	晚上 出去 溜达 一圈 很 方便 ， 回	酒店	也 不远 ， 整体 节奏 比较 轻松 ， 适合 边玩 边住 的
GPT_POS_tokenise, 3003	可以 ， 属于 会 再 考虑 的 那种	酒店	。 还 行 。 来 巴黎 临时 住 的 这 一家 ，
GPT_POS_tokenise, 3005	啦 。 第一眼 感觉 就是 比较 随性 那种	酒店	， check in 也 没 啥 拖沓 ， 房间 布局 简单 但
GPT_POS_tokenise, 3008	。 整体 就是 那种 不 折腾 人 的	酒店	， 进门 流程 快 一点 ， 房间 虽然 不大 但 动线 还
GPT_POS_tokenise, 3016	落脚 OK 。 住 的 是 杭州 这家	酒店	， 离 地铁站 很近 ， 走路 不用 多久 ， 晚上 回去 挺
GPT_POS_tokenise, 3020	适合 短暂 停留 还 行 。 南京 这家	酒店	离 商圈 不远 ， 打车 十 来 分钟 ， 房间 虽然 不大
GPT_POS_tokenise, 3022	好 就 能 走 OK 。 重庆 这家	酒店	在 路边 但 不 吵 ， 晚上 窗户 关上 基本 安静 ，
GPT_POS_tokenise, 3024	。 来 北京 出差 临时 订 的 这家	酒店	， 离 地铁口 不远 ， 晚上 回去 周边 不吵 ， 前台 说话
GPT_POS_tokenise, 3028	视频 就 睡 。 不错 。 深圳 这家	酒店	周边 吃 的 特别 多 ， 晚上 出去 走 两步 就 能
GPT_POS_tokenise, 3030	还 行 。 南京 这边 临时 订 的	酒店	， 位置 不算 偏 ， 周围 吃饭 选择 多 ， 晚上 回去
GPT_POS_tokenise, 3031	就 能 放空 。 OK 。 武汉 这家	酒店	离 地铁站 挺近 ， 走 几分钟 就 到 ， 前台 处理 事情
GPT_POS_tokenise, 3033	临时 过夜 。 还 行 。 苏州 这家	酒店	离 景点 不远 ， 走走 也 能 到 ， 晚上 回去 路上
GPT_POS_tokenise, 3036	手机 到 睡着 真心 可以 ！ 广州 这家	酒店	位置 太加分 了 ， 出门 就是 吃 的 和 地铁 ， 白天
GPT_POS_tokenise, 3038	躺平 住 着 挺 上头 ！ 深圳 这家	酒店	周边 太 方便 了 ， 楼下 咖啡店 、 小吃店 一堆 ， 晚上
GPT_POS_tokenise, 3040	状态 有点 舒服 到 离谱 ！ 南京 这家	酒店	位置 选得 很 聪明 ， 出门 打车 也 快 ， 晚上 回去
GPT_POS_tokenise, 3042	住 完 有点 不想 退房 ！ 重庆 这家	酒店	晚上 特别 适合 溜达 回来 ， 周围 吃 的 太 多 了
GPT_POS_tokenise, 3043	睡着 这次 选得 挺 对 ！ 苏州 这家	酒店	离 景点 不远 ， 走路 也 能 到 ， 白天 逛 完
GPT_POS_tokenise, 3044	这次 在 北京 南站 附近 随手 订 的	酒店	， 拖 箱子 走 几分钟 就 到 ， 晚上 回来 累到 只
GPT_POS_tokenise, 3048	起来 住 着 挺 顺手 ！ 深圳 这家	酒店	周围 吃 的 太 多 了 ， 夜里 出去 走 两步 就
GPT_POS_tokenise, 3050	的 感觉 太爽 有点 上头 ！ 南京 这家	酒店	位置 挺会选 的 ， 打车 和 地铁 都 方便 ， 晚上 回来
GPT_POS_tokenise, 3087	多 ， 夜里 还有 小店 开着 ， 回	酒店	路上 也 不 复杂 ， 拖 着 行李 走 一会儿 就 能
GPT_POS_tokenise, 3112	了 直接 下去 买 泡面 ， 感觉 比	酒店	早餐 还 实在 一点 … 退房 的 时候 很快 ， 前台 小哥
GPT_POS_tokenise, 3176	箱子 声音 挺 明显 的 凌晨 到 的	酒店	， 前台 还 在 ， 办理 速度 还算快 ， 电梯 里 有点
GPT_POS_tokenise, 3184	倒 是 挺 省事 北京 南站 那 家	酒店	还 行 ， 前台 小哥 挺能 聊 的 ， 问 路线 也
GPT_POS_tokenise, 3186	慢 但 也 能 忍 广州 天河 这家	酒店	挺 热闹 楼下 全是 吃 的 ， 前台 小姐姐 说 粤语 我
GPT_POS_tokenise, 3188	但 干净 ， 西湖 走 到 腿酸 回	酒店	直接 躺平 窗外 风声 和 人声 混着 ， 早上 被 阳光 照醒
GPT_POS_tokenise, 3194	被 太阳 晒醒 有点 懵 北京 那 家	酒店	还 行 前台 小哥 挺 热情 问 啥 都 答 ， 晚上
GPT_POS_tokenise, 3218	孩子 来 杭州 玩 两天 ， 本来 怕	酒店	吵 ， 结果 还 挺 安静 的 ， 就是 走廊 偶尔 有人
GPT_POS_tokenise, 3220	位置 方便 去 哪 都 近 成都 这家	酒店	咋 说 呢 ， 价格 不贵 但 房间 比 想象 好 一点点
GPT_POS_tokenise, 3261	这个 好评 晚上 直接 躺 着 看剧 爽歪歪	酒店	位置 不错 出门 就 有 便利店 半夜 饿 了 也 不 慌
GPT_POS_tokenise, 3266	房间 有点 小 设计 感 不像 那种 老土	酒店	早上 退房 很快 没 拖时间 适合 赶路的人 停车位 还 算 好找 开车
GPT_POS_tokenise, 3285	提醒 我带 充电器 前台 有点 细心 下雨天 回来	酒店	直接 暖烘烘 的 真的 舒服 前台 那 哥们儿 有点 搞笑 一边 办
GPT_POS_tokenise, 3290	洗头 差点 给 我 冲飞 半夜 才 到	酒店	前台 还 在 刷 手机 但 办事 挺快 没卡 我 床挺软 我
GPT_POS_tokenise, 3305	问 路线 还 帮 我 画图 下雨天 回来	酒店	整个 人 都 暖 了 有点 治愈 枕头 给 两个 软硬 不同
GPT_POS_tokenise, 3328	小 细节 做 得 还行 比 想象 中好点	酒店	还 行 ， 地段 方便 前台 小哥 有点 幽默 check in 挺快
GPT_POS_tokenise, 3333	送上来 ， 省事 出差 来 这边 两天 ，	酒店	位置 真心 可以 ， 楼下 吃 的 挺 多 ， 晚上 还有
GPT_POS_tokenise, 3339	保安 还 帮忙 撑 了 伞 ， 虽然	酒店	外观 一般般 但 进来 感觉 还 可以 ， 房间 窗帘 一拉 就
GPT_POS_tokenise, 3342	的 ， 舒服 晚上 加班 到 很 晚回	酒店	， 前台 还给 我留 了 热水 ， 说 了 一句 辛苦 了
GPT_POS_tokenise, 3351	有点 难刷 ， 其他 ok 临时 订 的	酒店	， 本来 没抱 太大 希望 ， 结果 进 房间 还 挺 惊喜
GPT_POS_tokenise, 3354	， 每天 回来 都 挺 累 的 ，	酒店	阿姨 打扫 还 挺 勤快 ， 会 帮 我 把 桌子 收拾
GPT_POS_tokenise, 3360	打车 过来 司机 还 绕路 ， 到 了	酒店	有点烦 ， 但 进去 之后 前台 说话 挺 温和 的 ， 给
GPT_POS_tokenise, 3366	住 带 爸妈 来 的 ， 他们 对	酒店	要求 不高 ， 说 干净 能 睡 就 行 ， 这里 刚好
GPT_POS_tokenise, 3420	但 能 摸清 退房 速度 挺快 ， 省事	酒店	在 市中心 ， 出门 打车 巨 方便 半夜 到 的 ， 前台
GPT_POS_tokenise, 3440	挺 在意 退房 很快 ， 几乎 没 说话	酒店	大堂 有点 小 但 灯光 还 行 wifi 有时候 抽风 ， 看
GPT_POS_tokenise, 3472	别扭 晚上 刷 手机 刷到 睡着 那种 房间	酒店	位置 还 行 ， 出门 挺 方便 前台 那 哥们 挺能 聊
GPT_POS_tokenise, 3492	有点 暗 那天 我 拖 着 箱子 到	酒店	已经 快 十一点 了 ， 本来 一路 高铁 加 转车 已经 累到
GPT_POS_tokenise, 3493	差点 没 起来 赶车 出差 来 的 ，	酒店	就 在 地铁口 不远 ， 走 过去 大概 十分钟 吧 ， 拖
GPT_POS_tokenise, 3495	一路上 他 在 车上 就 闹腾 ， 到	酒店	的 时候 我 已经 快 没电 了 ， 前台 还 挺 耐心
GPT_POS_tokenise, 3496	走 晚上 加班 到 很 晚 才 回	酒店	， 一 进门 就 想 直接 躺 地上 那种 累 ， 电梯
GPT_POS_tokenise, 3497	， 算是 意外 靠 谱 临时 订 的	酒店	， 本来 以为 会 踩 雷 ， 结果 还 行 ， 房间
GPT_POS_tokenise, 3498	我 还 差点 忘 了 充电器 在 房间	酒店	不算 新 ， 走廊 有点 旧旧 的 感觉 ， 但 房间 里面
GPT_POS_tokenise, 3499	， 拖 着 箱子 一路 狂奔 ， 进	酒店	的 时候 整个 人 都 汗湿 了 ， 前台 还 在 ，
GPT_POS_tokenise, 3501	还 在 想 昨晚 到底 几点 睡 的	酒店	位置 还 行 ， 楼下 就 有 吃 的 ， 晚上 下去
GPT_POS_tokenise, 3503	， 没 耽误 我 赶车 一个 人住 这种	酒店	其实 要求 不 多 ， 能 洗澡 能 睡觉 就够 了 ，
GPT_POS_tokenise, 3506	收过 了 ， 反正 挺 省事 晚上 回	酒店	的 时候 外面 下雨 ， 我 鞋子 都 湿 了 ， 进门
GPT_POS_tokenise, 3509	豆浆 刷 手机 ， 气氛 挺松 的 那种	酒店	不算 豪华 ， 但 也 没 啥 让 人 皱眉 的 地方
GPT_POS_tokenise, 3510	还是 饿醒 才 去 吃 点 东西 ，	酒店	楼下 还有 夜宵 摊 ， 随便 吃 了 点 回来 继续 躺
GPT_POS_tokenise, 3512	那种 不会 出彩 但 也 不会 添麻烦 的	酒店	酒店 位置 挺 好 ， 出门 打车 方便 前台 办 入住 挺快
GPT_POS_tokenise, 3513	不会 出彩 但 也 不会 添麻烦 的 酒店	酒店	位置 挺 好 ， 出门 打车 方便 前台 办 入住 挺快 的
GPT_POS_tokenise, 3534	， 鞋子 都 湿 了 一半 ， 进	酒店	的 时候 地板 挺 干净 的 ， 我 还 怕 滑 ，
GPT_POS_tokenise, 3535	白天 跑 了 一堆 地方 ， 晚上 回	酒店	已经 不想 说话 了 ， 电梯 等 了 一会儿 但 也 没
GPT_POS_tokenise, 3538	他 一路 在 车上 闹 ， 到 了	酒店	还 在 蹦 ， 前台 帮 我们 办 入住 挺快 的 ，
GPT_POS_tokenise, 3539	死 ， 隔音 一般 但 还 能 忍	酒店	位置 还 行 ， 附近 吃 的 挺 多 ， 我 晚上
GPT_POS_tokenise, 3540	几次 才 找到 舒服 姿势 临时 订 的	酒店	， 本来 以为 会 很 一般 ， 结果 进 房间 还 算
